Target image,Source image,Target landmarks,Source landmarks,Image diagonal [pixels],Image size [pixels],status
lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.csv,11119.9,"(6602, 8948)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.csv,11119.9,"(6602, 8948)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.csv,11119.9,"(6602, 8948)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-CD31-3-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.csv,11119.9,"(6602, 8948)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.csv,11107.6,"(6615, 8923)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.csv,11107.6,"(6615, 8923)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Cc10-5-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.csv,11107.6,"(6615, 8923)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.csv,11101.4,"(6610, 8919)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-He-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.csv,11101.4,"(6610, 8919)",training
lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.jpg,lung-lesion_3/scale-50pc/29-041-Izd2-w35-Ki67-7-les3.csv,lung-lesion_3/scale-50pc/29-041-Izd2-w35-proSPC-4-les3.csv,11096.1,"(6597, 8922)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.csv,13546.8,"(11692, 6842)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.csv,13546.8,"(11692, 6842)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.csv,13546.8,"(11692, 6842)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-1-HE.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.csv,13546.8,"(11692, 6842)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.csv,10895.6,"(9631, 5095)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.csv,10895.6,"(9631, 5095)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-2-cd31.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.csv,10895.6,"(9631, 5095)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.csv,11137.0,"(9776, 5335)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-3-Pro-SPC.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.csv,11137.0,"(9776, 5335)",training
lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.png,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-4-cc10.csv,lung-lobes_1/scale-100pc/29-039-U-35W-Izd1-6-ki67.csv,11555.2,"(10047, 5708)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.csv,13701.5,"(12000, 6613)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.csv,13701.5,"(12000, 6613)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.csv,13701.5,"(12000, 6613)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-1-HE.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.csv,13701.5,"(12000, 6613)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.csv,13035.2,"(11375, 6366)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.csv,13035.2,"(11375, 6366)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-2-cd31.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.csv,13035.2,"(11375, 6366)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.csv,13190.4,"(11432, 6580)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-3-Pro-SPC.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.csv,13190.4,"(11432, 6580)",training
lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.png,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-4-cc10.csv,lung-lobes_2/scale-100pc/29-039-U-35W-Izd2-6-ki67.csv,13305.5,"(11905, 5942)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.csv,12378.0,"(10987, 5701)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.csv,12378.0,"(10987, 5701)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.csv,12378.0,"(10987, 5701)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-1-HE.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.csv,12378.0,"(10987, 5701)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.csv,12692.2,"(11429, 5520)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.csv,12692.2,"(11429, 5520)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-2-cd31.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.csv,12692.2,"(11429, 5520)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.csv,12101.0,"(10639, 5766)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-3-Pro-SPC.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.csv,12101.0,"(10639, 5766)",training
lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.png,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-4-cc10.csv,lung-lobes_3/scale-100pc/29-040-U-35W-Izd1-6-ki67.csv,12452.3,"(11084, 5675)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.csv,12711.8,"(11426, 5571)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.csv,12711.8,"(11426, 5571)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.csv,12711.8,"(11426, 5571)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-1-HE.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.csv,12711.8,"(11426, 5571)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.csv,12655.8,"(11426, 5442)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.csv,12655.8,"(11426, 5442)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-2-cd31.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.csv,12655.8,"(11426, 5442)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.csv,12417.0,"(11084, 5597)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-3-Pro-SPC.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.csv,12417.0,"(11084, 5597)",training
lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.png,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-4-cc10.csv,lung-lobes_4/scale-100pc/29-040-U-35W-Izd2-6-ki67.csv,12760.4,"(11429, 5675)",training
mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.csv,9392.0,"(2946, 8918)",training
mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.csv,9392.0,"(2946, 8918)",training
mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.jpg,mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.csv,9392.0,"(2946, 8918)",training
mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1-39-HE_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.csv,9392.0,"(2946, 8918)",training
mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.csv,8810.2,"(2580, 8424)",training
mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.jpg,mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.csv,8810.2,"(2580, 8424)",training
mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_36-CNEU_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.csv,8810.2,"(2580, 8424)",training
mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.jpg,mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.csv,9283.7,"(2580, 8918)",training
mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_37-HE_A4926-4L.csv,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.csv,9283.7,"(2580, 8918)",training
mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.jpg,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.jpg,mammary-gland_1/scale-25pc/s1_38-ER-A4962-4L.csv,mammary-gland_1/scale-25pc/s1_40-PR_A4926-4L.csv,9186.4,"(2192, 8921)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_61-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,9862.3,"(2946, 9412)",training
mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_62-ER_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,9759.2,"(2580, 9412)",training
mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,9759.2,"(2580, 9412)",training
mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,9759.2,"(2580, 9412)",training
mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,9759.2,"(2580, 9412)",training
mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_63-HE_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,9759.2,"(2580, 9412)",training
mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_68-ER-A4962-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_64-PR_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_70-PR_A4926-4L.csv,8313.5,"(2233, 8008)",training
mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.jpg,mammary-gland_2/scale-25pc/s2_66-CNEU_A4926-4L.csv,mammary-gland_2/scale-25pc/s2_67-HE_A4926-4L.csv,9862.3,"(2946, 9412)",training
